baseline_ns,cam5,cam6
10435044190171,10435045073010,10435044190171
10435044190171,10435045073010,10435052267464,10435044190171
10435044190171,10435052267464,10435044190171
10435044190171,10435070058603,10435052267464,10435044190171
10435070058603,10435070058603,10435079064488
10435070058603,10435070058603,10435079064488
10435070058603,10435070058603,10435079064488,10435078682230
10435070058603,10435070058603,10435078682230
10435110088188,10435110088188,10435114855097
10435110088188,10435110088188,10435114855097
10435110088188,10435110088188,10435114855097,10435113403742
10435113403742,10435114855097,10435113403742
10435113403742,10435114855097,10435113403742
10435137092877,10435137092877,10435143522665
10435137092877,10435137092877,10435145114381,10435143522665
10435143522665,10435145114381,10435143522665
10435143522665,10435145114381,10435143522665
10435171847090,10435171847090,10435178159644
10435171847090,10435171847090,10435178159644
10435171847090,10435171847090,10435178159644,10435178442617
10435171847090,10435171847090,10435178159644,10435178442617
10435171847090,10435171847090,10435178159644,10435178442617
10435178159644,10435178159644,10435178442617
10435178159644,10435178159644,10435178442617
10435202443200,10435202443200,10435211842382
10435202443200,10435202443200,10435211842382
10435202443200,10435202443200,10435211842382,10435210182234
10435202443200,10435202443200,10435211842382,10435210182234
10435202443200,10435202443200,10435211842382,10435210182234
10435210182234,10435211842382,10435210182234
10435210182234,10435211842382,10435210182234
10435235997764,10435235997764,10435245450803
10435235997764,10435235997764,10435245450803
10435269140111,10435269140111,10435279035410
10435269140111,10435269140111,10435279035410
10435302428194,10435302428194,10435311430715
10435302428194,10435302428194,10435311430715
10435337647868,10435337647868,10435345148526
10435337647868,10435337647868,10435345148526
10435368931724,10435368931724,10435377934325
10435368931724,10435368931724,10435377934325
10435402641888,10435402641888,10435411476730
10435402641888,10435402641888,10435411476730
10435435662883,10435435662883,10435445255738
10435435662883,10435435662883,10435445255738
10435470689762,10435470689762,10435476762873
10435470689762,10435470689762,10435476762873
10435470689762,10435470689762,10435478155182,10435476762873
10435470689762,10435470689762,10435478155182,10435476762873
10435470689762,10435470689762,10435478155182,10435476762873
10435476762873,10435478155182,10435476762873
10435476762873,10435478155182,10435476762873
10435502331474,10435502331474,10435510179725
10435502331474,10435502331474,10435510179725
10435535564796,10435535564796,10435544584584
10435535564796,10435535564796,10435544584584
10435569042431,10435569042431,10435578597411
10435569042431,10435569042431,10435578597411
10435602708372,10435602708372,10435615985725
10435602708372,10435602708372,10435615985725
10435602708372,10435602708372,10435617051205,10435615985725
10435602708372,10435602708372,10435617051205,10435615985725
10435602708372,10435602708372,10435617051205,10435615985725
10435615985725,10435617051205,10435615985725
10435615985725,10435636989337,10435617051205,10435615985725
10435617051205,10435636989337,10435617051205
10435617051205,10435636989337,10435617051205
10435617051205,10435636989337,10435617051205,10435648367146
10435636989337,10435636989337,10435648367146
10435636989337,10435636989337,10435643403340,10435648367146
10435636989337,10435636989337,10435643403340,10435648367146
10435636989337,10435636989337,10435643403340,10435648367146
10435643403340,10435643403340,10435648367146
10435643403340,10435643403340,10435648367146
10435669085980,10435669085980,10435677846995
10435669085980,10435669085980,10435677846995
10435669085980,10435669085980,10435676594338,10435677846995
10435669085980,10435669085980,10435676594338,10435677846995
10435669085980,10435669085980,10435676594338,10435677846995
10435676594338,10435676594338,10435677846995
10435676594338,10435676594338,10435677846995
10435702335483,10435702335483,10435713205422
10435702335483,10435702335483,10435713205422
10435702335483,10435702335483,10435711053333,10435713205422
10435702335483,10435702335483,10435711053333,10435713205422
10435702335483,10435702335483,10435711053333,10435713205422
10435711053333,10435711053333,10435713205422
10435711053333,10435711053333,10435713205422
10435735466659,10435735466659,10435743644729
10435735466659,10435735466659,10435743644729
10435735466659,10435735466659,10435745069202,10435743644729
10435735466659,10435735466659,10435745069202,10435743644729
10435735466659,10435735466659,10435745069202,10435743644729
10435743644729,10435745069202,10435743644729
10435743644729,10435745069202,10435743644729
10435768967977,10435768967977,10435776863561
10435768967977,10435768967977,10435776863561
10435768967977,10435768967977,10435776863561,10435777964073
10435776863561,10435776863561,10435777964073
10435776863561,10435776863561,10435777964073
10435802136497,10435802136497,10435810846553
10435802136497,10435802136497,10435810846553
10435802136497,10435802136497,10435810846553,10435812433045
10435802136497,10435802136497,10435810846553
10435802136497,10435802136497,10435810846553
10435835620045,10435835620045,10435845949751
10435835620045,10435835620045,10435846030044,10435845949751
10435845949751,10435846030044,10435845949751
10435845949751,10435846030044,10435845949751
10435868849393,10435868849393,10435879025495
10435868849393,10435868849393,10435878871430,10435879025495
10435878871430,10435878871430,10435879025495
10435878871430,10435878871430,10435879025495
10435902979714,10435902979714,10435911440359
10435902979714,10435902979714,10435911440359
10435902979714,10435902979714,10435911440359,10435917031192
10435911440359,10435911440359,10435917031192
10435911440359,10435935430176,10435911440359,10435917031192
10435917031192,10435935430176,10435917031192
10435935430176,10435935430176,10435944404070
10435935430176,10435935430176,10435944404070
10435935430176,10435935430176,10435945175399,10435944404070
10435935430176,10435935430176,10435945175399,10435944404070
10435935430176,10435935430176,10435945175399,10435944404070
10435944404070,10435945175399,10435944404070
10435944404070,10435945175399,10435944404070
10435969581873,10435969581873,10435976830001
10435969581873,10435969581873,10435978219060,10435976830001
10435976830001,10435978219060,10435976830001
10435976830001,10435978219060,10435976830001
10436002134364,10436002134364,10436013636208
10436002134364,10436002134364,10436013636208
10436002134364,10436002134364,10436013636208,10436012937644
10436012937644,10436013636208,10436012937644
10436012937644,10436013636208,10436012937644
10436035586451,10436035586451,10436044516472
10436035586451,10436035586451,10436044516472
10436035586451,10436035586451,10436044516472,10436044235904
10436044235904,10436044516472,10436044235904
10436044235904,10436044516472,10436044235904
10436068782939,10436068782939,10436076694921
10436068782939,10436068782939,10436084585890,10436076694921
10436076694921,10436084585890,10436076694921
10436076694921,10436102269033,10436084585890,10436076694921
10436084585890,10436102269033,10436084585890
10436084585890,10436102269033,10436084585890,10436111532904
10436102269033,10436102269033,10436119435082,10436111532904
10436111532904,10436119435082,10436111532904
10436111532904,10436135565279,10436119435082,10436111532904
10436135565279,10436135565279,10436144924530
10436135565279,10436135565279,10436144924530
10436135565279,10436135565279,10436144924530,10436145128954
10436144924530,10436144924530,10436145128954
10436144924530,10436144924530,10436145128954
10436169874972,10436169874972,10436178907497
10436169874972,10436169874972,10436178907497
10436169874972,10436169874972,10436178907497,10436177882390
10436177882390,10436178907497,10436177882390
10436177882390,10436178907497,10436177882390
10436202296100,10436202296100,10436215978457
10436202296100,10436202296100,10436215978457
10436215978457,10436235499360,10436215978457
10436215978457,10436235499360,10436215978457
10436235499360,10436235499360,10436244878017
10436235499360,10436235499360,10436244878017
10436268675977,10436268675977,10436278104366
10436268675977,10436268675977,10436278104366
10436302198139,10436302198139,10436312536017
10436302198139,10436302198139,10436312536017
10436335346788,10436335346788,10436344450659
10436335346788,10436335346788,10436344450659
10436369548958,10436369548958,10436376706070
10436369548958,10436369548958,10436376706070
10436402250420,10436402250420,10436411227519
10436402250420,10436402250420,10436411227519
10436402250420,10436402250420,10436411227519,10436410093089
10436402250420,10436402250420,10436411227519,10436410093089
10436402250420,10436402250420,10436411227519,10436410093089
10436410093089,10436411227519,10436410093089
10436410093089,10436411227519,10436410093089
10436435263472,10436435263472,10436444543907
10436435263472,10436435263472,10436444543907
10436435263472,10436435263472,10436444543907,10436443400698
10436435263472,10436435263472,10436444543907,10436443400698
10436435263472,10436435263472,10436444543907,10436443400698
10436443400698,10436444543907,10436443400698
10436443400698,10436444543907,10436443400698
10436469081558,10436469081558,10436481968385
10436469081558,10436469081558,10436481968385
10436502123737,10436502123737,10436513750028
10436502123737,10436502123737,10436513750028
10436535348435,10436535348435,10436543638787
10436535348435,10436535348435,10436543638787
10436568593577,10436568593577,10436578222451
10436568593577,10436568593577,10436578222451
10436601874565,10436601874565,10436609961957
10436601874565,10436601874565,10436609961957
10436635348412,10436635348412,10436643414553
10436635348412,10436635348412,10436643414553
10436635348412,10436635348412,10436644513963,10436643414553
10436635348412,10436635348412,10436644513963,10436643414553
10436635348412,10436635348412,10436644513963,10436643414553
10436643414553,10436644513963,10436643414553
10436643414553,10436644513963,10436643414553
10436668993096,10436668993096,10436676969981
10436668993096,10436668993096,10436676969981
10436668993096,10436668993096,10436676969981,10436678277184
10436668993096,10436668993096,10436676969981,10436678277184
10436668993096,10436668993096,10436676969981,10436678277184
10436676969981,10436676969981,10436678277184
10436676969981,10436676969981,10436678277184
10436702405825,10436702405825,10436710489741
10436702405825,10436702405825,10436710489741
10436702405825,10436702405825,10436711759889,10436710489741
10436702405825,10436702405825,10436711759889,10436710489741
10436702405825,10436702405825,10436711759889,10436710489741
10436710489741,10436711759889,10436710489741
10436710489741,10436711759889,10436710489741
10436735871535,10436735871535,10436743413417
10436735871535,10436735871535,10436743413417
10436735871535,10436735871535,10436744405580,10436743413417
10436735871535,10436735871535,10436744405580,10436743413417
10436735871535,10436735871535,10436744405580,10436743413417
10436743413417,10436744405580,10436743413417
10436743413417,10436744405580,10436743413417
10436769335618,10436769335618,10436776593202
10436769335618,10436769335618,10436776593202
10436769335618,10436769335618,10436776593202,10436777987100
10436776593202,10436776593202,10436777987100
10436776593202,10436776593202,10436777987100
10436802724665,10436802724665,10436811167821
10436802724665,10436802724665,10436815604901,10436811167821
10436811167821,10436815604901,10436811167821
10436811167821,10436815604901,10436811167821
10436838763046,10436838763046,10436844733650
10436838763046,10436838763046,10436850376253,10436844733650
10436844733650,10436850376253,10436844733650
10436844733650,10436869968314,10436850376253,10436844733650
10436850376253,10436869968314,10436850376253
10436850376253,10436869968314,10436850376253,10436880326279
10436869968314,10436869968314,10436882244877,10436880326279
10436880326279,10436882244877,10436880326279
10436880326279,10436882244877,10436880326279
10436902823008,10436902823008,10436911208398
10436902823008,10436902823008,10436911208398
10436902823008,10436902823008,10436913112982,10436911208398
10436902823008,10436902823008,10436913112982,10436911208398
10436902823008,10436902823008,10436913112982,10436911208398
10436911208398,10436913112982,10436911208398
10436911208398,10436913112982,10436911208398
10436935171334,10436935171334,10436943692060
10436935171334,10436935171334,10436943692060
10436935171334,10436935171334,10436944765908,10436943692060
10436935171334,10436935171334,10436944765908,10436943692060
10436935171334,10436935171334,10436944765908,10436943692060
10436943692060,10436944765908,10436943692060
10436943692060,10436944765908,10436943692060
10436968564858,10436968564858,10436976602725
10436968564858,10436968564858,10436977895767,10436976602725
10436976602725,10436977895767,10436976602725
10436976602725,10436977895767,10436976602725
10437002508076,10437002508076,10437011692052
10437002508076,10437002508076,10437013317935,10437011692052
10437011692052,10437013317935,10437011692052
10437011692052,10437013317935,10437011692052
10437035337467,10437035337467,10437051403921
10437035337467,10437035337467,10437051403921
10437035337467,10437035337467,10437051403921,10437051645984
10437051403921,10437068757681,10437051403921,10437051645984
10437051645984,10437068757681,10437051645984
10437068757681,10437068757681,10437077077084,10437087267826
10437077077084,10437077077084,10437087267826
10437077077084,10437102252131,10437077077084,10437087267826
10437102252131,10437102252131,10437110061040
10437102252131,10437102252131,10437112203872,10437110061040
10437110061040,10437112203872,10437110061040
10437110061040,10437112203872,10437110061040
10437135175086,10437135175086,10437143189643
10437135175086,10437135175086,10437144774006,10437143189643
10437143189643,10437144774006,10437143189643
10437143189643,10437144774006,10437143189643
10437168570461,10437168570461,10437177949186
10437168570461,10437168570461,10437183341291,10437177949186
10437177949186,10437183341291,10437177949186
10437177949186,10437183341291,10437177949186
10437203375902,10437203375902,10437211283341
10437203375902,10437203375902,10437211283341
10437203375902,10437203375902,10437211283341,10437215127305
10437211283341,10437211283341,10437215127305
10437211283341,10437211283341,10437215127305
10437236088187,10437236088187,10437248308690
10437236088187,10437236088187,10437248308690
10437270174721,10437270174721,10437282566365
10437270174721,10437270174721,10437282566365
10437303106277,10437303106277,10437310458282
10437303106277,10437303106277,10437310458282
10437335167227,10437335167227,10437343376614
10437335167227,10437335167227,10437343376614
10437369227573,10437369227573,10437377719528
10437369227573,10437369227573,10437377719528
10437401790935,10437401790935,10437411188481
10437401790935,10437401790935,10437411188481
10437435404618,10437435404618,10437444533969
10437435404618,10437435404618,10437444533969
10437468201166,10437468201166,10437477758292
10437468201166,10437468201166,10437477758292
10437501669039,10437501669039,10437509798982
10437501669039,10437501669039,10437509798982
10437534834684,10437534834684,10437545031586
10437534834684,10437534834684,10437545031586
10437568147570,10437568147570,10437578547979
10437568147570,10437568147570,10437578547979
10437602093133,10437602093133,10437609808762
10437602093133,10437602093133,10437612604123,10437609808762
10437609808762,10437612604123,10437609808762
10437609808762,10437612604123,10437609808762
10437634893814,10437634893814,10437645593944
10437634893814,10437634893814,10437645593944
10437668180643,10437668180643,10437677742573
10437668180643,10437668180643,10437677742573
10437701520298,10437701520298,10437714635604
10437701520298,10437701520298,10437714635604
10437734759237,10437734759237,10437744176673
10437734759237,10437734759237,10437744176673
10437768288885,10437768288885,10437776452695
10437768288885,10437768288885,10437776452695
10437801657680,10437801657680,10437812321846
10437801657680,10437801657680,10437812321846
10437834781255,10437834781255,10437844445387
10437834781255,10437834781255,10437844445387
10437868085639,10437868085639,10437876615961
10437868085639,10437868085639,10437876615961
10437901424343,10437901424343,10437916682622
10437901424343,10437901424343,10437916682622
10437916682622,10437935084550,10437916682622
10437916682622,10437935084550,10437916682622
10437935084550,10437935084550,10437946847714
10437935084550,10437935084550,10437946847714
10437967964099,10437967964099,10437976645342
10437967964099,10437967964099,10437976645342
10438001394987,10438001394987,10438010952102
10438001394987,10438001394987,10438010952102
10438035202121,10438035202121,10438044276856
10438035202121,10438035202121,10438044276856
10438068044404,10438068044404,10438077422041
10438068044404,10438068044404,10438077422041
10438101405082,10438101405082,10438109713910
10438101405082,10438101405082,10438109713910
10438134893798,10438134893798,10438144496574
10438134893798,10438134893798,10438144496574
10438134893798,10438134893798,10438144496574,10438143130015
10438143130015,10438144496574,10438143130015
10438143130015,10438144496574,10438143130015
10438167985347,10438167985347,10438177198467
10438167985347,10438167985347,10438179282069,10438177198467
10438177198467,10438179282069,10438177198467
10438177198467,10438179282069,10438177198467
10438201458574,10438201458574,10438210002885
10438201458574,10438201458574,10438210002885
10438201458574,10438201458574,10438210002885,10438211751663
10438210002885,10438210002885,10438211751663
10438210002885,10438210002885,10438211751663
10438234574243,10438234574243,10438243483311
10438234574243,10438234574243,10438253160783,10438243483311
10438243483311,10438253160783,10438243483311
10438243483311,10438268113586,10438253160783,10438243483311
10438253160783,10438268113586,10438253160783
10438253160783,10438268113586,10438253160783,10438278186010
10438268113586,10438268113586,10438284999153,10438278186010
10438278186010,10438284999153,10438278186010
10438278186010,10438301972701,10438284999153,10438278186010
10438284999153,10438301972701,10438284999153
10438284999153,10438301972701,10438284999153,10438311512187
10438301972701,10438301972701,10438309888692,10438311512187
10438309888692,10438309888692,10438311512187
10438309888692,10438309888692,10438311512187
10438334706840,10438334706840,10438343562643
10438334706840,10438334706840,10438349076966,10438343562643
10438343562643,10438349076966,10438343562643
10438343562643,10438349076966,10438343562643
10438369903187,10438369903187,10438376897988
10438369903187,10438369903187,10438377354599,10438376897988
10438376897988,10438377354599,10438376897988
10438376897988,10438377354599,10438376897988
10438401368506,10438401368506,10438411495592
10438401368506,10438401368506,10438411495592
10438401368506,10438401368506,10438411495592,10438410657865
10438410657865,10438411495592,10438410657865
10438410657865,10438411495592,10438410657865
10438434719140,10438434719140,10438447575515
10438434719140,10438434719140,10438447575515
10438434719140,10438434719140,10438447575515,10438449038601
10438447575515,10438447575515,10438449038601
10438447575515,10438467985372,10438447575515,10438449038601
10438449038601,10438467985372,10438449038601
10438467985372,10438467985372,10438477175384,10438479261598
10438477175384,10438477175384,10438479261598
10438477175384,10438477175384,10438479261598
10438501340874,10438501340874,10438511374787
10438501340874,10438501340874,10438513276345,10438511374787
10438511374787,10438513276345,10438511374787
10438511374787,10438513276345,10438511374787
10438535887485,10438535887485,10438543194071
10438535887485,10438535887485,10438544363672,10438543194071
10438543194071,10438544363672,10438543194071
10438543194071,10438544363672,10438543194071
10438572376849,10438572376849,10438576573307
10438572376849,10438572376849,10438576573307
10438572376849,10438572376849,10438576573307,10438579242173
10438576573307,10438576573307,10438579242173
10438576573307,10438576573307,10438579242173
10438602606544,10438602606544,10438611018306
10438602606544,10438602606544,10438612009608,10438611018306
10438611018306,10438612009608,10438611018306
10438611018306,10438612009608,10438611018306
10438636512937,10438636512937,10438645226850
10438636512937,10438636512937,10438645226850
10438668135818,10438668135818,10438685018083
10438668135818,10438668135818,10438685018083
10438685018083,10438701397053,10438685018083
10438685018083,10438701397053,10438685018083
10438701397053,10438701397053,10438715782880
10438701397053,10438701397053,10438715782880
10438701397053,10438701397053,10438715782880,10438715796119
10438715782880,10438734598600,10438715782880,10438715796119
10438715782880,10438734598600,10438715782880,10438715796119
10438715782880,10438734598600,10438715782880,10438715796119
10438715782880,10438734598600,10438715782880
10438715782880,10438734598600,10438715782880,10438744203835
10438734598600,10438734598600,10438744203835
10438734598600,10438734598600,10438749481022,10438744203835
10438734598600,10438734598600,10438749481022,10438744203835
10438734598600,10438734598600,10438749481022,10438744203835
10438744203835,10438749481022,10438744203835
10438744203835,10438769125456,10438749481022,10438744203835
10438749481022,10438769125456,10438749481022
10438749481022,10438769125456,10438749481022
10438749481022,10438769125456,10438749481022,10438776423177
10438769125456,10438769125456,10438776423177
10438769125456,10438769125456,10438783778390,10438776423177
10438769125456,10438769125456,10438783778390,10438776423177
10438769125456,10438769125456,10438783778390,10438776423177
10438776423177,10438783778390,10438776423177
10438776423177,10438802588932,10438783778390,10438776423177
10438783778390,10438802588932,10438783778390
10438802588932,10438802588932,10438810608895
10438802588932,10438802588932,10438810608895
10438802588932,10438802588932,10438810608895,10438812627359
10438802588932,10438802588932,10438810608895,10438812627359
10438802588932,10438802588932,10438810608895,10438812627359
10438810608895,10438810608895,10438812627359
10438810608895,10438810608895,10438812627359
10438834438609,10438834438609,10438843126405
10438834438609,10438834438609,10438843126405
10438834438609,10438834438609,10438843422388,10438843126405
10438834438609,10438834438609,10438843422388,10438843126405
10438834438609,10438834438609,10438843422388,10438843126405
10438843126405,10438843422388,10438843126405
10438843126405,10438843422388,10438843126405
10438867820309,10438867820309,10438877817845
10438867820309,10438867820309,10438877817845
10438867820309,10438867820309,10438877817845,10438876264194
10438867820309,10438867820309,10438877817845,10438876264194
10438867820309,10438867820309,10438877817845,10438876264194
10438876264194,10438877817845,10438876264194
10438876264194,10438877817845,10438876264194
10438901037339,10438901037339,10438909728802
10438901037339,10438901037339,10438909728802
10438901037339,10438901037339,10438914525177,10438909728802
10438901037339,10438901037339,10438914525177,10438909728802
10438901037339,10438901037339,10438914525177,10438909728802
10438909728802,10438914525177,10438909728802
10438909728802,10438934356369,10438914525177,10438909728802
10438914525177,10438934356369,10438914525177
10438914525177,10438934356369,10438914525177
10438914525177,10438934356369,10438914525177,10438944010398
10438934356369,10438934356369,10438944010398
10438934356369,10438934356369,10438945973289,10438944010398
10438934356369,10438934356369,10438945973289,10438944010398
10438934356369,10438934356369,10438945973289,10438944010398
10438944010398,10438945973289,10438944010398
10438944010398,10438945973289,10438944010398
10438968589895,10438968589895,10438976167730
10438968589895,10438968589895,10438976167730
10438968589895,10438968589895,10438980656291,10438976167730
10438968589895,10438968589895,10438980656291,10438976167730
10438968589895,10438968589895,10438980656291,10438976167730
10438976167730,10438980656291,10438976167730
10438976167730,10438980656291,10438976167730
10439001059804,10439001059804,10439015000420
10439001059804,10439001059804,10439015000420
10439015000420,10439034717302,10439015000420
10439015000420,10439034717302,10439015000420
10439034717302,10439034717302,10439047220749
10439034717302,10439034717302,10439047220749
10439067631440,10439067631440,10439077570366
10439067631440,10439067631440,10439077570366
10439101242422,10439101242422,10439113521422
10439101242422,10439101242422,10439113521422
10439101242422,10439101242422,10439113521422,10439112667828
10439112667828,10439113521422,10439112667828
10439112667828,10439113521422,10439112667828
10439138406395,10439138406395,10439146030847
10439138406395,10439138406395,10439146030847
10439138406395,10439138406395,10439146030847,10439152939605
10439146030847,10439146030847,10439152939605
10439146030847,10439168451529,10439146030847,10439152939605
10439152939605,10439168451529,10439152939605
10439168451529,10439168451529,10439177937768,10439177708286
10439177708286,10439177937768,10439177708286
10439177708286,10439177937768,10439177708286
10439201374841,10439201374841,10439209793103
10439201374841,10439201374841,10439209793103
10439201374841,10439201374841,10439209793103,10439214516790
10439209793103,10439209793103,10439214516790
10439209793103,10439234470627,10439209793103,10439214516790
10439214516790,10439234470627,10439214516790
10439234470627,10439234470627,10439245384976,10439244996817
10439244996817,10439245384976,10439244996817
10439244996817,10439245384976,10439244996817
10439269121958,10439269121958,10439278128904
10439269121958,10439269121958,10439278260935,10439278128904
10439278128904,10439278260935,10439278128904
10439278128904,10439278260935,10439278128904
10439301248961,10439301248961,10439313059167
10439301248961,10439301248961,10439311352944,10439313059167
10439311352944,10439311352944,10439313059167
10439311352944,10439311352944,10439313059167
10439334456292,10439334456292,10439344016514
10439334456292,10439334456292,10439344762867,10439344016514
10439344016514,10439344762867,10439344016514
10439344016514,10439344762867,10439344016514
10439367890230,10439367890230,10439377312690
10439367890230,10439367890230,10439380993774,10439377312690
10439377312690,10439380993774,10439377312690
10439377312690,10439380993774,10439377312690
10439402018992,10439402018992,10439410554813
10439402018992,10439402018992,10439412370713,10439410554813
10439402018992,10439402018992,10439412370713
10439402018992,10439402018992,10439412370713
10439435434798,10439435434798,10439443063778
10439435434798,10439435434798,10439444605635,10439443063778
10439443063778,10439444605635,10439443063778
10439443063778,10439444605635,10439443063778
10439468234396,10439468234396,10439476283136
10439468234396,10439468234396,10439478151766,10439476283136
10439476283136,10439478151766,10439476283136
10439476283136,10439478151766,10439476283136
10439502447923,10439502447923,10439518081586
10439502447923,10439502447923,10439519722596,10439518081586
10439518081586,10439535640416,10439519722596,10439518081586
10439519722596,10439535640416,10439519722596
10439519722596,10439535640416,10439519722596,10439543445903
10439535640416,10439535640416,10439547853624,10439543445903
10439543445903,10439547853624,10439543445903
10439543445903,10439547853624,10439543445903
10439568908754,10439568908754,10439579302651
10439568908754,10439568908754,10439582965214,10439579302651
10439579302651,10439582965214,10439579302651
10439579302651,10439602007208,10439582965214,10439579302651
10439602007208,10439602007208,10439617139251
10439602007208,10439602007208,10439617139251
10439617139251,10439635536654,10439617139251
10439617139251,10439635536654,10439617139251
10439635536654,10439635536654,10439644802113
10439635536654,10439635536654,10439644802113
10439667666812,10439667666812,10439678259821
10439667666812,10439667666812,10439678259821
10439701202196,10439701202196,10439711307698
10439701202196,10439701202196,10439711307698
10439734219632,10439734219632,10439743074446
10439734219632,10439734219632,10439743074446
10439734219632,10439734219632,10439744333554,10439743074446
10439734219632,10439734219632,10439744333554,10439743074446
10439734219632,10439734219632,10439744333554,10439743074446
10439743074446,10439744333554,10439743074446
10439743074446,10439744333554,10439743074446
10439769193268,10439769193268,10439777607263
10439769193268,10439769193268,10439777607263
10439800939845,10439800939845,10439811299570
10439800939845,10439800939845,10439811299570
10439834289618,10439834289618,10439844305201
10439834289618,10439834289618,10439844305201
10439867444210,10439867444210,10439877386567
10439867444210,10439867444210,10439877386567
10439900632740,10439900632740,10439910853912
10439900632740,10439900632740,10439910853912
10439934013669,10439934013669,10439944256484
10439934013669,10439934013669,10439944256484
10439967531688,10439967531688,10439978112434
10439967531688,10439967531688,10439978112434
10440000780665,10440000780665,10440013506683
10440000780665,10440000780665,10440013506683
10440034098955,10440034098955,10440042814566
10440034098955,10440034098955,10440042814566
10440067403934,10440067403934,10440077240147
10440067403934,10440067403934,10440077240147
10440101137951,10440101137951,10440111118577
10440101137951,10440101137951,10440111118577
10440134601757,10440134601757,10440144275591
10440134601757,10440134601757,10440144275591
10440167379130,10440167379130,10440176177179
10440167379130,10440167379130,10440176177179
10440200653675,10440200653675,10440209443569
10440200653675,10440200653675,10440210787191,10440209443569
10440209443569,10440210787191,10440209443569
10440209443569,10440210787191,10440209443569
10440233781497,10440233781497,10440242932036
10440233781497,10440233781497,10440244337576,10440242932036
10440242932036,10440244337576,10440242932036
10440242932036,10440244337576,10440242932036
10440267319525,10440267319525,10440276203806
10440267319525,10440267319525,10440276203806
10440267319525,10440267319525,10440276203806,10440277426544
10440276203806,10440276203806,10440277426544
10440276203806,10440276203806,10440277426544
10440300580949,10440300580949,10440309518781
10440300580949,10440300580949,10440311008972,10440309518781
10440309518781,10440311008972,10440309518781
10440309518781,10440311008972,10440309518781
10440333936285,10440333936285,10440342739557
10440333936285,10440333936285,10440344182597,10440342739557
10440342739557,10440344182597,10440342739557
10440342739557,10440344182597,10440342739557
10440367976644,10440367976644,10440377437696
10440367976644,10440367976644,10440377437696
10440367976644,10440367976644,10440377437696,10440382554551
10440377437696,10440377437696,10440382554551
10440377437696,10440401196508,10440377437696,10440382554551
10440401196508,10440401196508,10440410241404
10440401196508,10440401196508,10440415979773,10440410241404
10440410241404,10440415979773,10440410241404
10440410241404,10440415979773,10440410241404
10440436432120,10440436432120,10440444237330
10440436432120,10440436432120,10440450286154,10440444237330
10440444237330,10440450286154,10440444237330
10440444237330,10440468182895,10440450286154,10440444237330
10440468182895,10440468182895,10440481644838
10440468182895,10440468182895,10440481644838
10440502408909,10440502408909,10440509785252
10440502408909,10440502408909,10440514745795,10440509785252
10440509785252,10440514745795,10440509785252
10440509785252,10440534736312,10440514745795,10440509785252
10440534736312,10440534736312,10440549544221
10440534736312,10440534736312,10440549544221
10440549544221,10440568872660,10440549544221
10440549544221,10440568872660,10440549544221
10440568872660,10440568872660,10440581897686
10440568872660,10440568872660,10440581897686
10440581897686,10440601496516,10440581897686
10440581897686,10440601496516,10440581897686
10440601496516,10440601496516,10440611167422
10440601496516,10440601496516,10440611167422
10440634062501,10440634062501,10440645131799
10440634062501,10440634062501,10440645131799
10440667881924,10440667881924,10440675973248
10440667881924,10440667881924,10440675973248
10440705302972,10440705302972,10440710090126
10440705302972,10440705302972,10440710090126
10440733738486,10440733738486,10440742767236
10440733738486,10440733738486,10440742767236
10440767602075,10440767602075,10440777357913
10440767602075,10440767602075,10440777357913
10440800312441,10440800312441,10440810922499
10440800312441,10440800312441,10440810922499
10440833788368,10440833788368,10440844248767
10440833788368,10440833788368,10440844248767
10440867054308,10440867054308,10440876000751
10440867054308,10440867054308,10440876000751
10440900440664,10440900440664,10440915382013
10440900440664,10440900440664,10440915382013
10440915382013,10440933734457,10440915382013
10440915382013,10440933734457,10440915382013
10440933734457,10440933734457,10440947617300
10440933734457,10440933734457,10440947617300
10440947617300,10440967204245,10440947617300
10440947617300,10440967204245,10440947617300
10440967204245,10440967204245,10440977392849
10440967204245,10440967204245,10440977392849
10441000355581,10441000355581,10441010737862
10441000355581,10441000355581,10441010737862
10441033698178,10441033698178,10441044472919
10441033698178,10441033698178,10441044472919
10441066888338,10441066888338,10441076099019
10441066888338,10441066888338,10441076099019
10441100524962,10441100524962,10441110730408
10441100524962,10441100524962,10441110730408
10441134477768,10441134477768,10441144082092
10441134477768,10441134477768,10441144082092
10441167571808,10441167571808,10441178483316
10441167571808,10441167571808,10441178483316
10441201177701,10441201177701,10441211484087
10441201177701,10441201177701,10441211484087
10441201177701,10441201177701,10441211484087,10441209581287
10441209581287,10441211484087,10441209581287
10441209581287,10441211484087,10441209581287
10441233664339,10441233664339,10441244548784
10441233664339,10441233664339,10441249505138,10441244548784
10441244548784,10441249505138,10441244548784
10441244548784,10441267259561,10441249505138,10441244548784
10441249505138,10441267259561,10441249505138
10441249505138,10441267259561,10441249505138,10441276263024
10441267259561,10441267259561,10441278352482,10441276263024
10441276263024,10441278352482,10441276263024
10441276263024,10441278352482,10441276263024
10441301153480,10441301153480,10441311001031
10441301153480,10441301153480,10441311001031
10441301153480,10441301153480,10441311001031,10441309538088
10441309538088,10441311001031,10441309538088
10441309538088,10441311001031,10441309538088
10441333662646,10441333662646,10441344976329
10441333662646,10441333662646,10441351078762,10441344976329
10441344976329,10441351078762,10441344976329
10441344976329,10441367380652,10441351078762,10441344976329
